"GEO_ID","NAME","B08303_001E","B08303_001EA","B08303_001M","B08303_001MA","B08303_002E","B08303_002EA","B08303_002M","B08303_002MA","B08303_003E","B08303_003M","B08303_003MA","B08303_003EA","B08303_004E","B08303_004M","B08303_004MA","B08303_004EA","B08303_005E","B08303_005M","B08303_005MA","B08303_005EA","B08303_006E","B08303_006M","B08303_006MA","B08303_006EA","B08303_007E","B08303_007M","B08303_007MA","B08303_007EA","B08303_008E","B08303_008M","B08303_008MA","B08303_008EA","B08303_009E","B08303_009EA","B08303_009M","B08303_009MA","B08303_010E","B08303_010M","B08303_010MA","B08303_010EA","B08303_011E","B08303_011EA","B08303_011M","B08303_011MA","B08303_012E","B08303_012EA","B08303_012M","B08303_012MA","B08303_013E","B08303_013EA","B08303_013M","B08303_013MA",
"Geography","Geographic Area Name","Estimate!!Total","Annotation of Estimate!!Total","Margin of Error!!Total","Annotation of Margin of Error!!Total","Estimate!!Total!!Less than 5 minutes","Annotation of Estimate!!Total!!Less than 5 minutes","Margin of Error!!Total!!Less than 5 minutes","Annotation of Margin of Error!!Total!!Less than 5 minutes","Estimate!!Total!!5 to 9 minutes","Margin of Error!!Total!!5 to 9 minutes","Annotation of Margin of Error!!Total!!5 to 9 minutes","Annotation of Estimate!!Total!!5 to 9 minutes","Estimate!!Total!!10 to 14 minutes","Margin of Error!!Total!!10 to 14 minutes","Annotation of Margin of Error!!Total!!10 to 14 minutes","Annotation of Estimate!!Total!!10 to 14 minutes","Estimate!!Total!!15 to 19 minutes","Margin of Error!!Total!!15 to 19 minutes","Annotation of Margin of Error!!Total!!15 to 19 minutes","Annotation of Estimate!!Total!!15 to 19 minutes","Estimate!!Total!!20 to 24 minutes","Margin of Error!!Total!!20 to 24 minutes","Annotation of Margin of Error!!Total!!20 to 24 minutes","Annotation of Estimate!!Total!!20 to 24 minutes","Estimate!!Total!!25 to 29 minutes","Margin of Error!!Total!!25 to 29 minutes","Annotation of Margin of Error!!Total!!25 to 29 minutes","Annotation of Estimate!!Total!!25 to 29 minutes","Estimate!!Total!!30 to 34 minutes","Margin of Error!!Total!!30 to 34 minutes","Annotation of Margin of Error!!Total!!30 to 34 minutes","Annotation of Estimate!!Total!!30 to 34 minutes","Estimate!!Total!!35 to 39 minutes","Annotation of Estimate!!Total!!35 to 39 minutes","Margin of Error!!Total!!35 to 39 minutes","Annotation of Margin of Error!!Total!!35 to 39 minutes","Estimate!!Total!!40 to 44 minutes","Margin of Error!!Total!!40 to 44 minutes","Annotation of Margin of Error!!Total!!40 to 44 minutes","Annotation of Estimate!!Total!!40 to 44 minutes","Estimate!!Total!!45 to 59 minutes","Annotation of Estimate!!Total!!45 to 59 minutes","Margin of Error!!Total!!45 to 59 minutes","Annotation of Margin of Error!!Total!!45 to 59 minutes","Estimate!!Total!!60 to 89 minutes","Annotation of Estimate!!Total!!60 to 89 minutes","Margin of Error!!Total!!60 to 89 minutes","Annotation of Margin of Error!!Total!!60 to 89 minutes","Estimate!!Total!!90 or more minutes","Annotation of Estimate!!Total!!90 or more minutes","Margin of Error!!Total!!90 or more minutes","Annotation of Margin of Error!!Total!!90 or more minutes",
"1400000US17031690900","Census Tract 6909, Cook County, Illinois","1287","null","334","null","0","null","11","null","174","168","null","null","54","56","null","null","59","54","null","null","52","40","null","null","152","109","null","null","164","98","null","null","48","null","55","null","39","60","null","null","160","null","85","null","223","null","103","null","162","null","120","null",
"1400000US17031691000","Census Tract 6910, Cook County, Illinois","1176","null","206","null","10","null","16","null","32","39","null","null","47","46","null","null","182","79","null","null","109","60","null","null","19","27","null","null","317","162","null","null","0","null","11","null","43","40","null","null","158","null","78","null","173","null","92","null","86","null","64","null",
"1400000US17031691100","Census Tract 6911, Cook County, Illinois","751","null","184","null","0","null","11","null","14","23","null","null","107","69","null","null","66","54","null","null","20","32","null","null","8","12","null","null","224","108","null","null","7","null","12","null","26","32","null","null","76","null","56","null","178","null","79","null","25","null","28","null",
"1400000US17031691200","Census Tract 6912, Cook County, Illinois","961","null","213","null","0","null","11","null","27","42","null","null","0","11","null","null","130","75","null","null","107","77","null","null","24","32","null","null","96","72","null","null","0","null","11","null","51","26","null","null","182","null","82","null","224","null","98","null","120","null","92","null",
"1400000US17031691300","Census Tract 6913, Cook County, Illinois","823","null","162","null","0","null","11","null","9","13","null","null","57","47","null","null","96","51","null","null","73","48","null","null","58","66","null","null","140","84","null","null","0","null","11","null","29","28","null","null","122","null","52","null","180","null","94","null","59","null","45","null",
"1400000US17031691400","Census Tract 6914, Cook County, Illinois","1014","null","223","null","0","null","11","null","90","53","null","null","46","44","null","null","128","80","null","null","182","110","null","null","91","68","null","null","134","89","null","null","27","null","31","null","75","58","null","null","76","null","59","null","61","null","47","null","104","null","78","null",
"1400000US17031691500","Census Tract 6915, Cook County, Illinois","623","null","148","null","0","null","11","null","32","43","null","null","35","31","null","null","96","55","null","null","9","14","null","null","0","11","null","null","140","65","null","null","63","null","36","null","55","39","null","null","68","null","47","null","81","null","45","null","44","null","36","null",
"1400000US17031700100","Census Tract 7001, Cook County, Illinois","1545","null","246","null","11","null","13","null","47","38","null","null","37","38","null","null","183","116","null","null","245","155","null","null","80","69","null","null","319","220","null","null","0","null","11","null","114","93","null","null","268","null","136","null","136","null","80","null","105","null","68","null",
"1400000US17031700200","Census Tract 7002, Cook County, Illinois","2655","null","374","null","9","null","14","null","133","73","null","null","132","83","null","null","255","105","null","null","363","168","null","null","119","75","null","null","481","164","null","null","172","null","103","null","158","111","null","null","449","null","134","null","334","null","134","null","50","null","46","null",
"1400000US17031700301","Census Tract 7003.01, Cook County, Illinois","2337","null","319","null","0","null","15","null","87","51","null","null","188","100","null","null","391","140","null","null","299","173","null","null","147","82","null","null","417","159","null","null","159","null","87","null","164","82","null","null","262","null","139","null","160","null","80","null","63","null","50","null",
"1400000US17031700302","Census Tract 7003.02, Cook County, Illinois","2628","null","393","null","43","null","37","null","97","65","null","null","152","116","null","null","315","108","null","null","212","107","null","null","168","117","null","null","498","144","null","null","67","null","59","null","281","229","null","null","421","null","185","null","296","null","147","null","78","null","45","null",
"1400000US17031700401","Census Tract 7004.01, Cook County, Illinois","2803","null","344","null","10","null","15","null","90","62","null","null","206","118","null","null","189","95","null","null","287","104","null","null","240","129","null","null","492","170","null","null","78","null","54","null","364","182","null","null","459","null","169","null","325","null","104","null","63","null","58","null",
"1400000US17031700402","Census Tract 7004.02, Cook County, Illinois","1683","null","212","null","0","null","11","null","69","76","null","null","168","100","null","null","188","96","null","null","233","113","null","null","118","61","null","null","214","109","null","null","66","null","64","null","48","35","null","null","231","null","98","null","314","null","126","null","34","null","35","null",
"1400000US17031700501","Census Tract 7005.01, Cook County, Illinois","3238","null","359","null","12","null","23","null","34","40","null","null","291","138","null","null","93","66","null","null","473","177","null","null","50","35","null","null","691","214","null","null","91","null","83","null","236","141","null","null","607","null","255","null","513","null","200","null","147","null","104","null",
"1400000US17031700502","Census Tract 7005.02, Cook County, Illinois","1226","null","209","null","0","null","11","null","0","11","null","null","45","51","null","null","165","86","null","null","215","74","null","null","24","28","null","null","95","53","null","null","17","null","20","null","110","58","null","null","266","null","118","null","134","null","63","null","155","null","106","null",
"1400000US17031710100","Census Tract 7101, Cook County, Illinois","290","null","105","null","0","null","11","null","30","29","null","null","23","33","null","null","19","30","null","null","9","11","null","null","9","13","null","null","17","16","null","null","31","null","36","null","0","11","null","null","57","null","45","null","72","null","42","null","23","null","21","null",
"1400000US17031710200","Census Tract 7102, Cook County, Illinois","1574","null","231","null","0","null","15","null","49","56","null","null","59","56","null","null","28","29","null","null","220","105","null","null","115","75","null","null","282","109","null","null","72","null","63","null","47","54","null","null","258","null","112","null","355","null","124","null","89","null","63","null",
"1400000US17031710300","Census Tract 7103, Cook County, Illinois","379","null","120","null","0","null","11","null","37","35","null","null","20","20","null","null","33","27","null","null","11","16","null","null","10","11","null","null","53","32","null","null","30","null","30","null","45","34","null","null","65","null","52","null","44","null","35","null","31","null","28","null",
"1400000US17031710400","Census Tract 7104, Cook County, Illinois","1546","null","268","null","0","null","15","null","12","22","null","null","87","90","null","null","73","61","null","null","209","133","null","null","225","106","null","null","347","156","null","null","61","null","76","null","127","113","null","null","185","null","90","null","76","null","66","null","144","null","130","null",
"1400000US17031710500","Census Tract 7105, Cook County, Illinois","1250","null","177","null","19","null","30","null","0","11","null","null","76","58","null","null","80","51","null","null","126","67","null","null","60","46","null","null","348","116","null","null","38","null","31","null","106","66","null","null","138","null","67","null","186","null","73","null","73","null","42","null",
"1400000US17031710600","Census Tract 7106, Cook County, Illinois","457","null","106","null","18","null","28","null","25","24","null","null","27","30","null","null","5","11","null","null","14","18","null","null","5","8","null","null","107","50","null","null","48","null","36","null","20","25","null","null","129","null","60","null","28","null","24","null","31","null","32","null",
"1400000US17031710700","Census Tract 7107, Cook County, Illinois","931","null","222","null","6","null","10","null","28","41","null","null","33","51","null","null","35","33","null","null","121","93","null","null","60","53","null","null","155","95","null","null","0","null","11","null","117","94","null","null","74","null","57","null","197","null","122","null","105","null","60","null",
"1400000US17031710800","Census Tract 7108, Cook County, Illinois","1431","null","320","null","0","null","11","null","0","11","null","null","177","128","null","null","82","76","null","null","270","130","null","null","62","58","null","null","166","107","null","null","135","null","120","null","25","37","null","null","233","null","101","null","143","null","105","null","138","null","99","null",
"1400000US17031710900","Census Tract 7109, Cook County, Illinois","519","null","93","null","10","null","16","null","12","13","null","null","49","30","null","null","34","23","null","null","57","38","null","null","46","31","null","null","38","40","null","null","5","null","8","null","25","31","null","null","146","null","57","null","66","null","40","null","31","null","24","null",
"1400000US17031711000","Census Tract 7110, Cook County, Illinois","1004","null","229","null","0","null","11","null","18","28","null","null","57","39","null","null","80","63","null","null","138","72","null","null","0","11","null","null","272","98","null","null","23","null","27","null","33","36","null","null","82","null","58","null","202","null","88","null","99","null","78","null",
